address,region,house_size,property_size,sales_price,sales_date
"
          Skogsvägen 5A
        ","
            Centrala Sollentuna,
          Sollentuna kommun
        ","
                160
                ","
              544 m² tomt
            ","
            Slutpris 11 750 000 kr
        ","
            Såld 13 juni 2022
          "
"
          Vändviksvägen 7
        ","
            Tulka,
          Norrtälje kommun
        ","
             
              5 rum
          ","
              58 100 m² tomt
            ","
            Slutpris 13 100 000 kr
        ","
            Såld 13 juni 2022
          "
"
          Lyckåsvägen 2
        ","
            Länna / Skogås,
          Huddinge kommun
        ","
                92
                ","
              3 106 m² tomt
            ","
            Slutpris 6 350 000 kr
        ","
            Såld 13 juni 2022
          "
"
          Centrumvägen 17A
        ","
            Länna,
          Huddinge kommun
        ","
                180 m²
             
              6 rum
          ","
              893 m² tomt
            ","
            Slutpris 10 900 000 kr
        ","
            Såld 13 juni 2022
          "
"
          Mårdvägen 1B
        ","
            Centrala Handen,
          Haninge kommun
        ","
                170
                ","
              750 m² tomt
            ","
            Slutpris 5 500 000 kr
        ","
            Såld 13 juni 2022
          "
"
          Skridskovägen 3
        ","
            Västertälje,
          Södertälje kommun
        ","
                114
                ","
              835 m² tomt
            ","
            Slutpris 4 350 000 kr
        ","
            Såld 13 juni 2022
          "
"
          Boforsvägen 25
        ","
            Trollbäcken,
          Tyresö kommun
        ","
                218
                ","
              954 m² tomt
            ","
            Slutpris 11 200 000 kr
        ","
            Såld 13 juni 2022
          "
"
          Prästhagsvägen 29
        ","
            Strandvägsområdet,
          Upplands-Bro kommun
        ","
                128 m²
             
              4 rum
          ","
              754 m² tomt
            ","
            Slutpris 6 500 000 kr
        ","
            Såld 13 juni 2022
          "
"
          Slingerstigen 56
        ","
            Klacknäset,
          Värmdö kommun
        ","
                76
                ","
              449 m² tomt
            ","
            Slutpris 4 500 000 kr
        ","
            Såld 13 juni 2022
          "
"
          Gamla Lyckebyvägen 40
        ","
            Gamla Lyckeby,
          Haninge kommun
        ","
                123 m²
             
              5 rum
          ","
              695 m² tomt
            ","
            Slutpris 7 900 000 kr
        ","
            Såld 13 juni 2022
          "
"
          Vickbergavägen 2
        ","
            Vickberga,
          Upplands-Bro kommun
        ","
                190
                ","
              1 406 m² tomt
            ","
            Slutpris 7 100 000 kr
        ","
            Såld 13 juni 2022
          "
"
          Sopranvägen 8
        ","
            Drevviksstrand,
          Huddinge kommun
        ","
                148 m²
             
              6 rum
          ","
              802,4 m² tomt
            ","
            Slutpris 6 550 000 kr
        ","
            Såld 12 juni 2022
          "
"
          Verdandivägen 5
        ","
            Skuru,
          Nacka kommun
        ","
                147
                ","
              1 902 m² tomt
            ","
            Slutpris 13 600 000 kr
        ","
            Såld 12 juni 2022
          "
"
          Harrvägen 14
        ","
            Sticklinge,
          Lidingö kommun
        ","
                262,7
                ","
              1 262 m² tomt
            ","
            Slutpris 26 600 000 kr
        ","
            Såld 12 juni 2022
          "
"
          Paul Myréns väg 13
        ","
            Aspviksnäs Värmdö,
          Värmdö kommun
        ","
                25 m²
             
              1 rum
          ",,"
            Slutpris 2 450 000 kr
        ","
            Såld 12 juni 2022
          "
"
          Älgvägen 12
        ","
            Tumba,
          Botkyrka kommun
        ","
                180 m²
             
              6 rum
          ","
              3 252 m² tomt
            ","
            Slutpris 8 000 000 kr
        ","
            Såld 12 juni 2022
          "
"
          Hersbyvägen 16
        ","
            Hersby,
          Lidingö kommun
        ","
                153
                ","
              1 913 m² tomt
            ","
            Slutpris 23 500 000 kr
        ","
            Såld 12 juni 2022
          "
"
          Gräsandsgatan 12
        ","
            Saltsjöbaden,
          Nacka kommun
        ","
                117 m²
             
              4 rum
          ","
              129 m² tomt
            ","
            Slutpris 5 250 000 kr
        ","
            Såld 12 juni 2022
          "
"
          Långskeppsgatan 31
        ","
            Norra Ängby,
          Stockholms kommun
        ","
                122
                ","
              423 m² tomt
            ","
            Slutpris 8 150 000 kr
        ","
            Såld 11 juni 2022
          "
"
          Halmgränd 1
        ","
            Lövbrunna,
          Täby kommun
        ","
                215
                ","
              1 012 m² tomt
            ","
            Slutpris 12 600 000 kr
        ","
            Såld 11 juni 2022
          "
"
          Gärdsmygvägen 3
        ","
            Ekerö Älvnäs,
          Ekerö kommun
        ","
                125
                ","
              1 551 m² tomt
            ","
            Slutpris 7 100 000 kr
        ","
            Såld 11 juni 2022
          "
"
          Vasavägen 17
        ","
            Saltsjöbaden,
          Nacka kommun
        ","
                156
                ","
              1 029 m² tomt
            ","
            Slutpris 13 400 000 kr
        ","
            Såld 11 juni 2022
          "
"
          Helgavägen 15
        ","
            Täby Kyrkby,
          Täby kommun
        ","
                158 m²
             
              6 rum
          ","
              818 m² tomt
            ","
            Slutpris 9 250 000 kr
        ","
            Såld 11 juni 2022
          "
"
          Domherrevägen 10B
        ","
            Sjöberg,
          Sollentuna kommun
        ","
                186 m²
             
              6 rum
          ","
              877 m² tomt
            ","
            Slutpris 11 950 000 kr
        ","
            Såld 11 juni 2022
          "
"
          Svalsätersvägen 9
        ","
            Järna,
          Södertälje kommun
        ","
                169 m²
             
              7 rum
          ","
              1 591 m² tomt
            ","
            Slutpris 6 180 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Mjölnarstigen 10
        ","
            Mölnbo,
          Södertälje kommun
        ","
                132 m²
             
              8 rum
          ","
              235 m² tomt
            ","
            Slutpris 2 395 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Blidövägen 28
        ","
            Enebyberg,
          Danderyds kommun
        ","
                150
                ","
              1 070 m² tomt
            ","
            Slutpris 12 150 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Sjöslingan 12
        ","
            Stensättra,
          Nykvarns kommun
        ","
                71 m²
             
              3 rum
          ","
              2 077 m² tomt
            ","
            Slutpris 5 500 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Bänkvägen 2
        ","
            Ekerö Skärvik,
          Ekerö kommun
        ","
                154 m²
             
              6 rum
          ","
              792 m² tomt
            ","
            Slutpris 9 475 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Villavägen 5
        ","
            Mölnbo,
          Södertälje kommun
        ","
                122
                ","
              2 321 m² tomt
            ","
            Slutpris 3 975 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Hälsinghamnsvägen 50
        ","
            Yxlan,
          Norrtälje kommun
        ","
                105
                ","
              7 724 m² tomt
            ","
            Slutpris 17 400 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Benvedsbacken 21
        ","
            Vistaberg,
          Huddinge kommun
        ","
                128
                ","
              329 m² tomt
            ","
            Slutpris 7 350 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Hästhagsvägen 25B
        ","
            Häggvik,
          Sollentuna kommun
        ","
                134
                ","
              812,2 m² tomt
            ","
            Slutpris 6 800 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Gökvägen 7
        ","
            Krigslida,
          Haninge kommun
        ","
                164
                ","
              949 m² tomt
            ","
            Slutpris 6 500 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Släggvägen 7
        ","
            Munsö Ekeby,
          Ekerö kommun
        ","
                81 m²
             
              4 rum
          ","
              2 017 m² tomt
            ","
            Slutpris 3 805 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Port Arthurgatan 2
        ","
            Centralt,
          Norrtälje kommun
        ","
                118
                ","
              855 m² tomt
            ","
            Slutpris 5 950 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Hagforsgatan 13
        ","
            Farsta,
          Stockholms kommun
        ","
                117
                ","
              814 m² tomt
            ","
            Slutpris 5 000 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Storskogsvägen 22
        ","
            Bromma - Ålsten,
          Stockholms kommun
        ","
                116
                ","
              422 m² tomt
            ","
            Slutpris 15 700 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Vattenvägen 6
        ","
            Skogås,
          Huddinge kommun
        ","
                62
                ","
              2 821 m² tomt
            ","
            Slutpris 3 295 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Noragårdsvägen 62A
        ","
            Nora,
          Danderyds kommun
        ","
                228
                ","
              956 m² tomt
            ","
            Slutpris 20 500 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Tallvägen 1A
        ","
            Helenelund,
          Sollentuna kommun
        ","
                210
                ","
              1 134 m² tomt
            ","
            Slutpris 11 300 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Saturnushöjden 3
        ","
            Skälby,
          Järfälla kommun
        ","
                140 m²
             
              6 rum
          ","
              1 402 m² tomt
            ","
            Slutpris 7 495 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Atletvägen 20
        ","
            Norrby,
          Haninge kommun
        ","
                87 m²
             
              6 rum
          ","
              7 445 m² tomt
            ","
            Slutpris 10 500 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Hilleshögsvägen 34
        ","
            Färingsö Hilleshög,
          Ekerö kommun
        ","
                173 m²
             
              7 rum
          ","
              1 800 m² tomt
            ","
            Slutpris 7 000 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Hjortstigen 16
        ","
            Stocksund,
          Danderyds kommun
        ","
                246
                ","
              1 133 m² tomt
            ","
            Slutpris 19 500 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Södernäsuddsvägen 26
        ","
            Värmdö - Södernäsudd,
          Värmdö kommun
        ","
                133 m²
             
              4 rum
          ","
              2 622 m² tomt
            ","
            Slutpris 6 700 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Herserudsvägen 36
        ","
            Herserud,
          Lidingö kommun
        ","
                189
                ","
              1 193 m² tomt
            ","
            Slutpris 21 200 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Rännilsvägen 21
        ","
            Grindmossen,
          Österåkers kommun
        ","
                164 m²
             
              6 rum
          ","
              2 891 m² tomt
            ","
            Slutpris 5 600 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Liestavägen 119
        ","
            Liesta,
          Norrtälje kommun
        ","
                121,5
                ","
              19 040 m² tomt
            ","
            Slutpris 4 895 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Domherrevägen 1
        ","
            Näsbypark,
          Täby kommun
        ","
                159 m²
             
              5 rum
          ","
              1 935 m² tomt
            ","
            Slutpris 18 000 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Valfrid Brodds väg 42
        ","
            Hässelby - Södra Villastad,
          Stockholms kommun
        ","
                124
                ","
              665 m² tomt
            ","
            Slutpris 7 310 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Finntorpsvägen 13
        ","
            Björinge,
          Norrtälje kommun
        ","
                140
                ","
              46 693 m² tomt
            ","
            Slutpris 4 200 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Vetevägen 12
        ","
            Centrala Älmsta,
          Norrtälje kommun
        ","
                188 m²
             
              9 rum
          ","
              876 m² tomt
            ","
            Slutpris 1 850 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Hemfosavägen 109
        ","
            Hemfosa,
          Nynäshamns kommun
        ","
                163 m²
             
              5 rum
          ","
              1 788 m² tomt
            ","
            Slutpris 5 300 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Söråkersvägen 2
        ","
            Enskede - Stureby,
          Stockholms kommun
        ","
                164
                ","
              833 m² tomt
            ","
            Slutpris 9 850 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Kolmilegränd 2
        ","
            Skarpäng,
          Täby kommun
        ","
                248
                ","
              939 m² tomt
            ","
            Slutpris 9 150 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Elfviksvägen 29
        ","
            Elfvik,
          Lidingö kommun
        ","
                240
                ","
              1 735 m² tomt
            ","
            Slutpris 18 000 000 kr
        ","
            Såld 10 juni 2022
          "
"
          Åsbovägen 21
        ","
            Brunnsäng/ritorp,
          Södertälje kommun
        ","
                117 m²
             
              3 rum
          ","
              196 m² tomt
            ","
            Slutpris 4 150 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Vitsippevägen 5
        ","
            Hemmesta,
          Värmdö kommun
        ","
                117
                ","
              392 m² tomt
            ","
            Slutpris 6 000 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Norrgårdsvägen 14
        ","
            Bro - Gamla Bro,
          Upplands-Bro kommun
        ","
                72
                ","
              1 229 m² tomt
            ","
            Slutpris 4 065 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Åvavägen 45
        ","
            Österhaninge,
          Haninge kommun
        ","
                92
                ","
              9 445 m² tomt
            ","
            Slutpris 8 650 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Nunnevägen 9
        ","
            Gustavsberg Lugnet,
          Värmdö kommun
        ","
                100
                ","
              1 125 m² tomt
            ","
            Slutpris 7 325 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Öringhamnsvägen 42
        ","
            Brevik,
          Tyresö kommun
        ","
                46 m²
             
              5 rum
          ","
              3 740 m² tomt
            ","
            Slutpris 2 900 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Förängsudden 9
        ","
            Blidö,
          Norrtälje kommun
        ","
                93
                ","
              3 262 m² tomt
            ","
            Slutpris 3 495 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Smedslingan 28
        ","
            Smidö - Bro,
          Upplands-Bro kommun
        ","
                79 m²
             
              4 rum
          ","
              2 301 m² tomt
            ","
            Slutpris 4 000 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Ringvägen 61
        ","
            Brunn,
          Värmdö kommun
        ","
                77 m²
             
              3 rum
          ","
              535 m² tomt
            ","
            Slutpris 4 975 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Gottstavägen 43
        ","
            Centralt,
          Norrtälje kommun
        ","
                74 m²
             
              3 rum
          ","
              2 829 m² tomt
            ","
            Slutpris 930 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Kärrhagen 1
        ","
            Grödinge,
          Botkyrka kommun
        ","
                107
                ","
              2 307 m² tomt
            ","
            Slutpris 4 000 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Norrsunda Krogsta 221
        ","
            Rosersberg,
          Sigtuna kommun
        ","
             
          ","
              2 013 m² tomt
            ","
            Slutpris 2 095 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Åbroddsvägen 23
        ","
            Hässelby Södra Villastad,
          Stockholms kommun
        ","
                143
                ","
              987 m² tomt
            ","
            Slutpris 6 825 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Auroravägen 8
        ","
            Ekerö Närlunda,
          Ekerö kommun
        ","
                110
                ","
              999 m² tomt
            ","
            Slutpris 6 100 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Nyängsvägen 8
        ","
            Solgård,
          Huddinge kommun
        ","
                150
                ","
              2 093 m² tomt
            ","
            Slutpris 9 410 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Svampvägen 12
        ","
            Landsnora,
          Sollentuna kommun
        ","
                177 m²
             
              8 rum
          ","
              850 m² tomt
            ","
            Slutpris 11 950 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Sjögrundsvägen 20
        ","
            Björkvik,
          Värmdö kommun
        ","
                122 m²
             
              7 rum
          ","
              1 727 m² tomt
            ","
            Slutpris 5 250 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Flensvägen 40
        ","
            Älvsjö - Örby,
          Stockholms kommun
        ","
                65
                ","
              765 m² tomt
            ","
            Slutpris 8 600 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Grytvägen 19
        ","
            Eknäs,
          Nacka kommun
        ","
                148
                ","
              742 m² tomt
            ","
            Slutpris 9 800 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Florettvägen 7A
        ","
            Margretelund,
          Österåkers kommun
        ","
                128
                ","
              780 m² tomt
            ","
            Slutpris 6 500 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Bandyvägen 20
        ","
            Norrviken,
          Sollentuna kommun
        ","
                129
                ","
              1 247 m² tomt
            ","
            Slutpris 6 090 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Forskningsringen 25
        ","
            Ursvik,
          Sundbybergs kommun
        ","
                139
                ","
              338 m² tomt
            ","
            Slutpris 8 800 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Ängsövägen 18
        ","
            Krokhöjden,
          Nacka kommun
        ","
                108 m²
             
              4 rum
          ","
              481 m² tomt
            ","
            Slutpris 6 500 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Ösmogatan 6
        ","
            Svedmyra,
          Stockholms kommun
        ","
                87
                ","
              604 m² tomt
            ","
            Slutpris 9 840 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Hökvägen 10
        ","
            Skogsön,
          Vaxholms kommun
        ","
                52
                ","
              4 754 m² tomt
            ","
            Slutpris 3 175 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Östra vägen 2
        ","
            Storholmen/Lidingö,
          Lidingö kommun
        ","
                102,5 m²
             
              5 rum
          ","
              3 070 m² tomt
            ","
            Slutpris 16 175 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Toivovägen 7
        ","
            Norra Lagnö,
          Värmdö kommun
        ","
                128
                ","
              968 m² tomt
            ","
            Slutpris 10 300 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Berghagsvägen 10
        ","
            Ekerö Sommarstad,
          Ekerö kommun
        ","
                142
                ","
              1 408 m² tomt
            ","
            Slutpris 8 800 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Ösby 14
        ","
            Vallentuna Brottby,
          Vallentuna kommun
        ","
                150
                ","
              1 825 m² tomt
            ","
            Slutpris 6 755 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Vinbärsstigen 12
        ","
            Gröna Dalen,
          Upplands-Bro kommun
        ","
                102
                ","
              473 m² tomt
            ","
            Slutpris 5 425 000 kr
        ","
            Såld 9 juni 2022
          "
"
          Ottarvägen 47
        ","
            Färingsö Skå,
          Ekerö kommun
        ","
                91
                ","
              3 525 m² tomt
            ","
            Slutpris 7 000 000 kr
        ","
            Såld 8 juni 2022
          "
"
          Skarnholmsvägen 3
        ","
            Färingsö Kungsberga,
          Ekerö kommun
        ","
                166 m²
             
              7 rum
          ","
              3 420 m² tomt
            ","
            Slutpris 6 300 000 kr
        ","
            Såld 8 juni 2022
          "
"
          Gränsvägen 25B
        ","
            Lindalen,
          Tyresö kommun
        ","
                170 m²
             
              5 rum
          ","
              1 423 m² tomt
            ","
            Slutpris 8 350 000 kr
        ","
            Såld 8 juni 2022
          "
"
          Gamla Strängnäsvägen 357
        ","
            Nykvarn,
          Nykvarns kommun
        ","
                56
                ","
              1 619 m² tomt
            ","
            Slutpris 2 700 000 kr
        ","
            Såld 8 juni 2022
          "
"
          Liestavägen 138
        ","
            Rimbo,
          Norrtälje kommun
        ","
                125 m²
             
              4 rum
          ","
              7 350 m² tomt
            ","
            Slutpris 4 950 000 kr
        ","
            Såld 8 juni 2022
          "
"
          Starresväg 9
        ","
            Ösmo,
          Nynäshamns kommun
        ","
                106 m²
             
              4 rum
          ","
              399 m² tomt
            ","
            Slutpris 3 800 000 kr
        ","
            Såld 8 juni 2022
          "
"
          Ragnar vikings väg 10
        ","
            Asplund,
          Norrtälje kommun
        ","
                111
                ","
              864 m² tomt
            ","
            Slutpris 4 675 000 kr
        ","
            Såld 8 juni 2022
          "
"
          Granhemsvägen 6
        ","
            Bergvik,
          Södertälje kommun
        ","
                99
                ","
              982 m² tomt
            ","
            Slutpris 3 900 000 kr
        ","
            Såld 8 juni 2022
          "
"
          Baldersuddevägen 5
        ","
            Gustavsberg Betsede,
          Värmdö kommun
        ","
                131 m²
             
              5 rum
          ","
              3 190 m² tomt
            ","
            Slutpris 9 400 000 kr
        ","
            Såld 8 juni 2022
          "
"
          Grovövägen 38
        ","
            Baltora,
          Norrtälje kommun
        ","
                55
                ","
              2 431 m² tomt
            ","
            Slutpris 2 795 000 kr
        ","
            Såld 8 juni 2022
          "
"
          Ensittarvägen 4
        ","
            Viksjö,
          Järfälla kommun
        ","
                135 m²
             
              7 rum
          ","
              673 m² tomt
            ","
            Slutpris 4 700 000 kr
        ","
            Såld 8 juni 2022
          "
"
          Bodaängsvägen 34
        ","
            Kallhäll,
          Järfälla kommun
        ","
                108
                ","
              1 609 m² tomt
            ","
            Slutpris 6 950 000 kr
        ","
            Såld 8 juni 2022
          "
"
          Skyttevägen 11
        ","
            Rimbo,
          Norrtälje kommun
        ","
                123
                ","
              952 m² tomt
            ","
            Slutpris 4 500 000 kr
        ","
            Såld 8 juni 2022
          "
"
          Häverö kyrkväg 221
        ","
            Hallstavik,
          Norrtälje kommun
        ","
                80 m²
             
              4 rum
          ","
              6 580 m² tomt
            ","
            Slutpris 3 000 000 kr
        ","
            Såld 8 juni 2022
          "
"
          Albydalsvägen 20
        ","
            Österhaninge - Alby,
          Haninge kommun
        ","
                95
                ","
              3 056 m² tomt
            ","
            Slutpris 4 515 000 kr
        ","
            Såld 8 juni 2022
          "
"
          Svedjevägen 13
        ","
            Baltora,
          Norrtälje kommun
        ","
                78 m²
             
              4 rum
          ","
              2 131 m² tomt
            ","
            Slutpris 3 400 000 kr
        ","
            Såld 8 juni 2022
          "
"
          Vihemsvägen 4
        ","
            Viggbyholm,
          Täby kommun
        ","
                214
                ","
              1 000 m² tomt
            ","
            Slutpris 10 600 000 kr
        ","
            Såld 8 juni 2022
          "
"
          Skogsbacken 16
        ","
            Lunda+Skogsbacken,
          Ekerö kommun
        ","
                40
                ","
              2 556 m² tomt
            ","
            Slutpris 1 750 000 kr
        ","
            Såld 8 juni 2022
          "
"
          Drejarvägen 9
        ","
            Geneta,
          Södertälje kommun
        ","
                107
                ","
              480 m² tomt
            ","
            Slutpris 4 600 000 kr
        ","
            Såld 7 juni 2022
          "
"
          Åsättravägen 22
        ","
            Boda/Åsättra/Roslags Kulla,
          Österåkers kommun
        ","
                98
                ","
              4 432 m² tomt
            ","
            Slutpris 3 300 000 kr
        ","
            Såld 7 juni 2022
          "
"
          Söräng 20
        ","
            MÖRKÖ,
          Södertälje kommun
        ","
                161
                ","
              1 225 m² tomt
            ","
            Slutpris 2 700 000 kr
        ","
            Såld 7 juni 2022
          "
"
          Molstaberg 29
        ","
            Mölnbo,
          Södertälje kommun
        ","
                113 m²
             
              6 rum
          ","
              2 556 m² tomt
            ","
            Slutpris 2 500 000 kr
        ","
            Såld 7 juni 2022
          "
"
          Fallskärmsvägen 1
        ","
            Barkarby,
          Järfälla kommun
        ","
                140
                ","
              1 055 m² tomt
            ","
            Slutpris 9 250 000 kr
        ","
            Såld 7 juni 2022
          "
"
          Kärrtuvevägen 13
        ","
            Tumba,
          Botkyrka kommun
        ","
                143
                ","
              986 m² tomt
            ","
            Slutpris 5 600 000 kr
        ","
            Såld 7 juni 2022
          "
"
          Hambovägen 8
        ","
            Brunna - Kungsängen,
          Upplands-Bro kommun
        ","
                134 m²
             
              5 rum
          ","
              532 m² tomt
            ","
            Slutpris 5 925 000 kr
        ","
            Såld 7 juni 2022
          "
"
          Holmbodavägen 44C
        ","
            Rotebro,
          Sollentuna kommun
        ","
                255 m²
             
              7 rum
          ","
              922 m² tomt
            ","
            Slutpris 9 300 000 kr
        ","
            Såld 7 juni 2022
          "
"
          Varpavägen 20
        ","
            Västerhaninge,
          Haninge kommun
        ","
                180
                ","
              950 m² tomt
            ","
            Slutpris 7 300 000 kr
        ","
            Såld 7 juni 2022
          "
"
          Ugglevägen 173
        ","
            Skäcklinge,
          Botkyrka kommun
        ","
                169
                ","
              1 290 m² tomt
            ","
            Slutpris 6 500 000 kr
        ","
            Såld 7 juni 2022
          "
"
          Jordlottsvägen 15
        ","
            Bro,
          Upplands-Bro kommun
        ","
                236
                ","
              1 264 m² tomt
            ","
            Slutpris 8 650 000 kr
        ","
            Såld 7 juni 2022
          "
"
          Högdalsvägen 1
        ","
            Gudö,
          Haninge kommun
        ","
                167
                ","
              2 501 m² tomt
            ","
            Slutpris 8 250 000 kr
        ","
            Såld 7 juni 2022
          "
"
          Långbrodalsvägen 35
        ","
            Långbro,
          Stockholms kommun
        ","
                153
                ","
              768 m² tomt
            ","
            Slutpris 10 300 000 kr
        ","
            Såld 7 juni 2022
          "
"
          Gåsviksslingan 87
        ","
            Väddö,
          Norrtälje kommun
        ","
                66 m²
             
              5 rum
          ","
              1 690 m² tomt
            ","
            Slutpris 2 200 000 kr
        ","
            Såld 6 juni 2022
          "
"
          Törnes väg 18
        ","
            Hanviken,
          Tyresö kommun
        ","
                174 m²
             
              6 rum
          ","
              1 087 m² tomt
            ","
            Slutpris 8 050 000 kr
        ","
            Såld 6 juni 2022
          "
"
          Sandstigen 2B
        ","
            Hanviken,
          Tyresö kommun
        ","
                118
                ","
              786 m² tomt
            ","
            Slutpris 6 950 000 kr
        ","
            Såld 6 juni 2022
          "
"
          Vallmovägen 6
        ","
            Trångsund,
          Huddinge kommun
        ","
                141 m²
             
              6 rum
          ","
              1 720 m² tomt
            ","
            Slutpris 8 400 000 kr
        ","
            Såld 6 juni 2022
          "
"
          Spånlötsvägen 26
        ","
            Spånlöt,
          Österåkers kommun
        ","
                148 m²
             
              6 rum
          ","
              702 m² tomt
            ","
            Slutpris 5 500 000 kr
        ","
            Såld 6 juni 2022
          "
"
          Gamla Herrviksnäsvägen 52
        ","
            Herrviksnäs,
          Värmdö kommun
        ","
                81
                ","
              10 070 m² tomt
            ","
            Slutpris 18 250 000 kr
        ","
            Såld 5 juni 2022
          "
"
          Båtsmansvägen 8
        ","
            Centrala Nynäshamn,
          Nynäshamns kommun
        ","
                168
                ","
              1 197 m² tomt
            ","
            Slutpris 5 500 000 kr
        ","
            Såld 5 juni 2022
          "
"
          Finnsuddsvägen 30
        ","
            Södra Rörvik,
          Norrtälje kommun
        ","
                60 m²
             
              4 rum
          ","
              2 520 m² tomt
            ","
            Slutpris 3 125 000 kr
        ","
            Såld 5 juni 2022
          "
"
          Boxergränd 8
        ","
            Sköndal - Norra Sköndal,
          Stockholms kommun
        ","
                137 m²
             
              5 rum
          ","
              158 m² tomt
            ","
            Slutpris 6 250 000 kr
        ","
            Såld 5 juni 2022
          "
"
          Karlslundsvägen 17
        ","
            Smedby,
          Österåkers kommun
        ","
                126
                ","
              1 304 m² tomt
            ","
            Slutpris 6 350 000 kr
        ","
            Såld 5 juni 2022
          "
"
          Katarina Jagellonikas väg 23
        ","
            Sigtuna - Sjudargården,
          Sigtuna kommun
        ","
                155 m²
             
              5 rum
          ","
              554 m² tomt
            ","
            Slutpris 6 700 000 kr
        ","
            Såld 5 juni 2022
          "
"
          Angöringsvägen 21
        ","
            Södra Kopparmora,
          Värmdö kommun
        ","
                145 m²
             
              6 rum
          ","
              2 153 m² tomt
            ","
            Slutpris 5 600 000 kr
        ","
            Såld 4 juni 2022
          "
"
          Furuvägen 12
        ","
            Färingsö Jäsängen,
          Ekerö kommun
        ","
                53 m²
             
              2 rum
          ","
              2 750 m² tomt
            ","
            Slutpris 3 395 000 kr
        ","
            Såld 4 juni 2022
          "
"
          Ugglemossvägen 55
        ","
            Mälarhöjden,
          Stockholms kommun
        ","
                129
                ","
              813 m² tomt
            ","
            Slutpris 10 900 000 kr
        ","
            Såld 4 juni 2022
          "
"
          Vallmostigen 12
        ","
            Salem,
          Salems kommun
        ","
                105 m²
             
              4 rum
          ","
              481 m² tomt
            ","
            Slutpris 4 600 000 kr
        ","
            Såld 4 juni 2022
          "
"
          Slåbodabacken 2
        ","
            Flemingsberg,
          Haninge kommun
        ","
                59
                ","
              3 292 m² tomt
            ","
            Slutpris 3 675 000 kr
        ","
            Såld 4 juni 2022
          "
"
          Skördevägen 6
        ","
            Grödinge,
          Botkyrka kommun
        ","
                105
                ","
              2 024 m² tomt
            ","
            Slutpris 4 430 000 kr
        ","
            Såld 3 juni 2022
          "
